Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/tests.py,test_inventory_report_export_accepts_non_numeric_export_flag,3397,Tape,Create,"self.assertContains(response, 'VolSER') ||  ||     def test_inventory_report_export_accepts_non_numeric_export_flag(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_search_controls_are_scoped_to_inventory_table,3423,Tape,Create,"self.assertContains(response, 'ABC123') ||  ||     def test_inventory_search_controls_are_scoped_to_inventory_table(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_search_controls_are_scoped_to_inventory_table,3431,Tape,Create,"status='Active', ||             current_location='Room A', ||         ) ||         Tape.objects.create( ||             volser='XYZ999', ||             barcode='BAR002',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_pdf_export_uses_scoped_export_flag,3457,Tape,Create,"self.assertNotContains(response, 'XYZ999') ||  ||     def test_inventory_pdf_export_uses_scoped_export_flag(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_excel_export_uses_scoped_export_flag,3482,Tape,Create,"self.assertEqual(response['Content-Type'], 'application/pdf') ||  ||     def test_inventory_excel_export_uses_scoped_export_flag(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_report_share_sends_email_for_selected_report,3507,Tape,Create,"self.assertEqual(response['Content-Type'], 'application/vnd.openxmlformats-officedocument.spreadsheetml.sheet') ||  ||     def test_inventory_report_share_sends_email_for_selected_report(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_inventory_report_share_handles_smtp_errors_without_500,3541,Tape,Create,"mock_instance.send.assert_called_once_with(fail_silently=False) ||  ||     def test_inventory_report_share_handles_smtp_errors_without_500(self): ||         Tape.objects.create( ||             volser='ABC123', ||             barcode='BAR001',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_confirm_shipment_review_marks_shipment_as_completed,3579,Shipment,Create,"email='shipment-reviewer@example.com', ||             password='StrongPass123!', ||         ) ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Approved',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_confirm_shipment_review_creates_notification_with_target_url,3609,Shipment,Create,"email='shipment-review-notify@example.com', ||             password='StrongPass123!', ||         ) ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             status='Approved',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests_bank_branch_admin.py,test_superuser_can_upload_excel_and_import_branches,19,BankBranch,Create,"email='branch-admin@example.com', ||             password='pass1234', ||         ) ||         BankBranch.objects.create( ||             branch_code='BR-001', ||             branch_name='Existing Branch',",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests_bank_branch_admin.py,test_superuser_can_upload_excel_and_import_branches,40,var:workbook,Save (Create/Update),"content_type='application/vnd.openxmlformats-officedocument.spreadsheetml.sheet', ||         ) ||         excel_file.file = BytesIO() ||         workbook.save(excel_file.file) ||         excel_file.file.seek(0) ||         excel_file.content = excel_file.file.getvalue()",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/test_shipment_autofill.py,setUp,11,BankBranch,Create,"self.client = Client() ||          ||         # Create a branch ||         self.branch = BankBranch.objects.create( ||             branch_code='TEST001', ||             branch_name='Test Branch',",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/utils.py,create_pending_approval,17,PendingApproval,Create,""""""" ||     try: ||         with transaction.atomic(): ||             pa = PendingApproval.objects.create(**kwargs) ||             AuditLog.objects.create( ||                 name='PendingApproval Created',",Yes,No,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/utils.py,create_pending_approval,18,PendingApproval,Create,"try: ||         with transaction.atomic(): ||             pa = PendingApproval.objects.create(**kwargs) ||             AuditLog.objects.create( ||                 name='PendingApproval Created', ||                 action=f""Created PendingApproval {pa.transaction_type} ({pa.pk})"",",Yes,No,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,initiate_reconciliation_request,270,AuditLog,Create,"comment = (request.POST.get('comment') or '').strip() ||  ||     message = _build_reconciliation_request_message(exception_id, requester_name, comment) ||     AuditLog.objects.create( ||         name='Reconciliation Requested', ||         action=f'Reconciliation requested for exception {exception_id or ""unknown""}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,close_exception,306,ExceptionCloseRequest,Create,"return redirect('investigation-dashboard') ||  ||     # Create a close request instead of directly closing ||     close_request = ExceptionCloseRequest.objects.create( ||         exception=exception, ||         requested_by=request.user,",No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,close_exception,314,AuditLog,Create,") ||  ||     # Create audit log entry ||     AuditLog.objects.create( ||         name='Exception Close Requested', ||         action=f'Close request initiated for exception {exception_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,close_exception,329,AuditLog,Create,"# In a real scenario, you'd send emails here using Django's email backend ||         # For now, we'll just create audit logs for the admins to see ||         for admin in admins: ||             AuditLog.objects.create( ||                 name='Exception Close Request Notification', ||                 action=f'Close request {close_request.id} awaiting approval for exception {exception_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,approve_close_exception,378,var:close_request,Save (Create/Update),close_request.approval_comment = approval_comment ||         close_request.approved_by = request.user ||         close_request.reviewed_at = timezone.now() ||         close_request.save() ||  ||         # Update exception status to Closed,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approve_close_exception,382,var:exception,Save (Create/Update),# Update exception status to Closed ||         close_request.exception.status = 'Closed' ||         close_request.exception.save(update_fields=['status']) ||  ||         # Create audit log entry,No,Yes,High,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,approve_close_exception,385,AuditLog,Create,"close_request.exception.save(update_fields=['status']) ||  ||         # Create audit log entry ||         AuditLog.objects.create( ||             name='Exception Closed', ||             action=f'Exception {close_request.exception.exception_id} closed by admin approval',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,approve_close_exception,401,var:close_request,Save (Create/Update),close_request.approval_comment = approval_comment ||         close_request.approved_by = request.user ||         close_request.reviewed_at = timezone.now() ||         close_request.save() ||  ||         # Create audit log entry,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,approve_close_exception,404,AuditLog,Create,"close_request.save() ||  ||         # Create audit log entry ||         AuditLog.objects.create( ||             name='Exception Close Request Rejected', ||             action=f'Close request rejected for exception {close_request.exception.exception_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),667,AuditLog,Create,"}, ||     } ||  ||     AuditLog.objects.create( ||         name='Exception Investigation', ||         action=f'Investigated exception {exception_obj.exception_id}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,api_tape_list,733,AuditLog,Create,"form = AddTapeForm(payload) ||         if form.is_valid(): ||             tape = form.save() ||             AuditLog.objects.create( ||                 name='Tape Registered',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,api_tape_list,734,AuditLog,Create,"form = AddTapeForm(payload) ||         if form.is_valid(): ||             tape = form.save() ||             AuditLog.objects.create( ||                 name='Tape Registered', ||                 action=f'Registered tape {tape.volser} via API',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,export_audit_logs,876,var:workbook,Save (Create/Update),"for row in rows: ||             worksheet.append(row) ||         buffer = BytesIO() ||         workbook.save(buffer) ||         buffer.seek(0) ||         response = HttpResponse(buffer.read(), content_type='application/vnd.openxmlformats-officedocument.spreadsheetml.sheet')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,ensure_courier_profile,1093,CourierProfile,Create,"full_name = user.get_full_name() or user.username or 'Courier User' ||     courier_id = f'CR-{uuid.uuid4().hex[:8].upper()}' ||     profile = CourierProfile.objects.create( ||         user=user, ||         courier_id=courier_id,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,export_report_excel,1560,var:workbook,Save (Create/Update),"sheet.append([normalize_export_value(row.get(column['key'], '-')) for column in columns]) ||  ||     buffer = BytesIO() ||     workbook.save(buffer) ||     buffer.seek(0) ||     response = HttpResponse(buffer.getvalue(), content_type='application/vnd.openxmlformats-officedocument.spreadsheetml.sheet')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,get_existing_table_columns,1661,,Raw SQL / Schema,"try: ||         with connection.cursor() as cursor: ||             if connection.vendor == 'postgresql': ||                 cursor.execute( ||                     ""SELECT column_name FROM information_schema.columns WHERE table_schema = current_schema() AND table_name = %s ORDER BY ordinal_position"", ||                     [table_name],",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",Schema/SQL,Medium
inventory,inventory/views.py,import_inventory_excel_file,1804,Tape,Create/Update,"except Exception: ||             retention_end_date = date.today() + timedelta(days=365) ||  ||         Tape.objects.update_or_create( ||             volser=volser, ||             defaults={",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,send_courier_profile_email_alert,2008,ApplicationSetting,Create,"def send_courier_profile_email_alert(courier_profile, subject, message): ||     if not courier_profile or not courier_profile.email: ||         return ||     application_settings = ApplicationSetting.objects.first() or ApplicationSetting.objects.create() ||     if not application_settings.email_alerts_enabled: ||         return",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",Email,Medium
inventory,inventory/views.py,auditor_dashboard,2418,Shipment,Create,"if shipment_request_form.is_valid(): ||             branch_name = shipment_request_form.cleaned_data['branch_name'].strip() ||             request_details = shipment_request_form.cleaned_data['request_details'].strip() ||             shipment = Shipment.objects.create( ||                 shipment_date=timezone.localdate(), ||                 shipment_type='Off-Site Transfer',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,auditor_dashboard,2429,AuditLog,Create,"created_by=request.user, ||                 last_updated_by=request.user, ||             ) ||             AuditLog.objects.create( ||                 name='Shipment Request Submitted', ||                 action=f'Shipment request {shipment.shipment_id} created for {branch_name} by {request.user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,(module),2822,,Bulk Update,"{'key': 'reconciliation_accuracy', 'label': 'Reconciliation Accuracy'}, ||                 ] ||  ||     context.update({ ||         'active_view': 'reports', ||         'show_reports_panel': show_reports_panel,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,_create_auth_audit_log,2925,AuditLog,Create,"def _create_auth_audit_log(request, username, action, severity='warning', message=''): ||     browser, operating_system = _get_client_browser_and_os(request) ||     ip_address = _get_client_ip(request) ||     AuditLog.objects.create( ||         name=action, ||         action=action,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,_reset_account_lock,2940,var:user,Save (Create/Update),"if user.account_locked_until and timezone.now() >= user.account_locked_until: ||         user.failed_login_attempts = 0 ||         user.account_locked_until = None ||         user.save(update_fields=['failed_login_attempts', 'account_locked_until']) ||         return True ||     return False",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,_issue_otp,2969,var:user,Save (Create/Update),"otp_code = ''.join(random.choices(string.digits, k=6)) ||     user.otp_code = otp_code ||     user.otp_expires_at = timezone.now() + timedelta(minutes=5) ||     user.save(update_fields=['otp_code', 'otp_expires_at']) ||  ||     request.session['pending_2fa_user_id'] = str(user.pk)",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,signin,3020,var:pending_user,Save (Create/Update),"otp_code = _issue_otp(request, pending_user) ||             pending_user.otp_resend_count += 1 ||             pending_user.save(update_fields=['otp_resend_count', 'otp_resend_window_started_at', 'otp_code', 'otp_expires_at']) ||             print(f""2FA OTP resent for {pending_user.username}: {otp_code}"") ||             _send_otp_email(pending_user, otp_code)",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,signin,3023,AuditLog,Create,"pending_user.save(update_fields=['otp_resend_count', 'otp_resend_window_started_at', 'otp_code', 'otp_expires_at']) ||             print(f""2FA OTP resent for {pending_user.username}: {otp_code}"") ||             _send_otp_email(pending_user, otp_code) ||             AuditLog.objects.create( ||                 name='OTP Resent', ||                 action='OTP Resent',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3050,var:pending_user,Save (Create/Update),"pending_user.account_locked_until = None ||                 pending_user.otp_resend_count = 0 ||                 pending_user.otp_resend_window_started_at = None ||                 pending_user.save(update_fields=['otp_code', 'otp_expires_at', 'failed_login_attempts', 'account_locked_until', 'otp_resend_count', 'otp_resend_window_started_at']) ||                 login(request, pending_user) ||                 request.session['invalid_login_attempts'] = 0",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,signin,3054,AuditLog,Create,"login(request, pending_user) ||                 request.session['invalid_login_attempts'] = 0 ||                 if pending_user.is_superuser: ||                     AuditLog.objects.create( ||                         name='Admin Login', ||                         action=f'User {pending_user.username} signed in as superuser',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3062,AuditLog,Create,") ||                     return redirect('/admin/') ||                 if is_it_compliance_auditor(pending_user): ||                     AuditLog.objects.create( ||                         name='Compliance Auditor Login', ||                         action=f'User {pending_user.username} signed in as IT Compliance Auditor',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3070,AuditLog,Create,") ||                     return redirect('auditor-dashboard') ||                 if is_backup_administrator(pending_user): ||                     AuditLog.objects.create( ||                         name='Backup Administrator Login', ||                         action=f'User {pending_user.username} signed in as Backup Administrator',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3078,AuditLog,Create,") ||                     return redirect('backup-dashboard') ||                 if is_supreme_approver(pending_user): ||                     AuditLog.objects.create( ||                         name='Supreme Approver Login', ||                         action=f'User {pending_user.username} signed in as Supreme Approver',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3086,AuditLog,Create,") ||                     return redirect('supreme-approver-dashboard') ||                 if is_operations_manager(pending_user): ||                     AuditLog.objects.create( ||                         name='Operations Manager Login', ||                         action=f'User {pending_user.username} signed in as Operations Manager',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3094,AuditLog,Create,") ||                     return redirect('operations-dashboard') ||                 if is_warehouse_staff(pending_user): ||                     AuditLog.objects.create( ||                         name='Warehouse Ops Login', ||                         action=f'User {pending_user.username} signed in as Warehouse Operations',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3102,AuditLog,Create,") ||                     return redirect('warehouse-operations-dashboard') ||                 if is_courier(pending_user): ||                     AuditLog.objects.create( ||                         name='Courier Login', ||                         action=f'User {pending_user.username} signed in as Courier',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3110,AuditLog,Create,") ||                     return redirect('courier-dashboard') ||                 if is_dr_team(pending_user): ||                     AuditLog.objects.create( ||                         name='DR Team Login', ||                         action=f'User {pending_user.username} signed in as DR Team',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3117,AuditLog,Create,"severity='success', ||                     ) ||                     return redirect('investigation-dashboard') ||                 AuditLog.objects.create( ||                     name='Unauthorized Dashboard Login', ||                     action=f'User {pending_user.username} attempted dashboard login without appropriate role',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,signin,3155,var:attempted_user,Save (Create/Update),"attempted_user.failed_login_attempts += 1 ||                 if attempted_user.failed_login_attempts >= 3: ||                     attempted_user.account_locked_until = timezone.now() + timedelta(minutes=15) ||                     attempted_user.save(update_fields=['failed_login_attempts', 'account_locked_until']) ||                     _create_auth_audit_log(request, username, 'Account Locked', severity='warning', message=f'Account locked for {username}') ||                     if attempted_user.email:",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,signin,3168,var:attempted_user,Save (Create/Update),"messages.error(request, 'ACCOUNT TEMPORARILY LOCKED') ||                     return render(request, 'signin.html', _build_login_context(request, pending_user=attempted_user, pending_2fa=True, account_locked=True, lock_remaining_seconds=900)) ||                 else: ||                     attempted_user.save(update_fields=['failed_login_attempts']) ||                     _create_auth_audit_log(request, username, 'Login Failed', severity='warning', message=f'Failed login attempt for {username}') ||                     remaining_attempts = max(0, 3 - attempted_user.failed_login_attempts)",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,signout,3184,AuditLog,Create,"signed_out_user = request.user if request.user.is_authenticated else None ||     logout(request) ||     if signed_out_user: ||         AuditLog.objects.create( ||             name='User Logout', ||             action=f'User {signed_out_user.username} signed out',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3223,AuditLog,Create,"if request.method == 'POST': ||         if request.POST.get('form_type') == 'add_tape': ||             if tape_form.is_valid(): ||                 tape = tape_form.save() ||                 AuditLog.objects.create( ||                     name='Tape Registered',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3224,AuditLog,Create,"if request.POST.get('form_type') == 'add_tape': ||             if tape_form.is_valid(): ||                 tape = tape_form.save() ||                 AuditLog.objects.create( ||                     name='Tape Registered', ||                     action=f'Registered tape {tape.volser}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3236,var:user_form,Save (Create/Update),"messages.error(request, 'Please correct the tape form errors below and try again.') ||         elif request.POST.get('form_type') == 'add_user': ||             if user_form.is_valid(): ||                 user = user_form.save(commit=False) ||                 user.is_staff = False ||                 user.is_active = False",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,dashboard,3240,var:user,Save (Create/Update),user.is_staff = False ||                 user.is_active = False ||                 user.verified = False ||                 user.save() ||  ||                 vehicle_number = (user_form.cleaned_data.get('vehicle_number') or '').strip(),No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,dashboard,3247,CourierProfile,Save (Create/Update),courier_profile = CourierProfile.objects.filter(user=user).first() ||                     if courier_profile: ||                         courier_profile.vehicle_number = vehicle_number ||                         courier_profile.save(update_fields=['vehicle_number']) ||                     else: ||                         courier_id = f'CR-{uuid.uuid4().hex[:8].upper()}',No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,dashboard,3250,CourierProfile,Create,"courier_profile.save(update_fields=['vehicle_number']) ||                     else: ||                         courier_id = f'CR-{uuid.uuid4().hex[:8].upper()}' ||                         CourierProfile.objects.create( ||                             user=user, ||                             courier_id=courier_id,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,dashboard,3260,AuditLog,Create,"active_status=True, ||                         ) ||  ||                 AuditLog.objects.create( ||                     name='User Created', ||                     action=f'Created user {user.username} pending verification',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3289,Feature,Save (Create/Update),"else: ||                     if not role.group_id: ||                         role.group = group ||                         role.save(update_fields=['group']) ||                     for index, feature_key in enumerate(features): ||                         feature = Feature.objects.filter(feature_key=feature_key).first()",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,dashboard,3294,Feature,Create/Update,"feature = Feature.objects.filter(feature_key=feature_key).first() ||                         if not feature: ||                             continue ||                         RoleFeature.objects.update_or_create( ||                             role=role, ||                             feature=feature,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,dashboard,3299,AuditLog,Create,"feature=feature, ||                             defaults={'is_active': True, 'assigned_by': request.user}, ||                         ) ||                     AuditLog.objects.create( ||                         name='Role Created', ||                         action=f'Created role {role_name}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3318,AuditLog,Create,"user.groups.add(role.group) ||                 user.role = role.dashboard_key ||                 user.is_staff = role.dashboard_key in ['admin', 'system_administrator', 'system administrator'] ||                 user.save() ||                 AuditLog.objects.create( ||                     name='Role Assigned',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3319,AuditLog,Create,"user.role = role.dashboard_key ||                 user.is_staff = role.dashboard_key in ['admin', 'system_administrator', 'system administrator'] ||                 user.save() ||                 AuditLog.objects.create( ||                     name='Role Assigned', ||                     action=f'Assigned {role.name} role to {user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3364,AuditLog,Create,"'new_configuration': features, ||                     }], ||                 ) ||                 AuditLog.objects.create( ||                     name='Role Features Updated', ||                     action=f'Requested feature update for {role.name}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
